Category,Subcategory,Software Name,ArcForge ID,ArcForge Key,Gaming,Creator,Developer,Homelab,Secure,Catalog,Priority,Detection Method,Detection Target,Detection Source,Package Status,Winget ID,Chocolatey ID,ArcForge Link,FOSS,Notes,ArcForge Description
Gaming,Game Launcher / Storefront,Itch.io,itch,ARCInstallitch,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Itch.io,Default inferred detection for desktop app,Winget + Chocolatey,ItchIo.Itch,itch,https://itch.io/,TRUE,"Indie game storefront and launcher; useful for indie game discovery, game jams, and game-dev-adjacent workflows.","Indie game storefront and launcher; useful for indie game discovery, game jams, and game-dev-adjacent workflows."
Gaming,Minecraft Launcher / Mods,Prism Launcher,prism-launcher,ARCInstallprism-launcher,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Prism Launcher,Default inferred detection for desktop app,Winget + Chocolatey,PrismLauncher.PrismLauncher,prismlauncher,https://prismlauncher.org/,TRUE,"Open-source Minecraft launcher focused on managing instances, modpacks, and Java versions.","Open-source Minecraft launcher focused on managing instances, modpacks, and Java versions."
Gaming,Account Utility,TCNO Account Switcher,tcno-account-switcher,ARCInstalltcno-account-switcher,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching TCNO Account Switcher,Default inferred detection for desktop app,Winget + Chocolatey,TechNobo.TcNoAccountSwitcher,tcno-acc-switcher,https://github.com/TCNOco/TcNo-Acc-Switcher,TRUE,Account switching utility for supported gaming and social platforms; optional tool for users managing multiple accounts.,Account switching utility for supported gaming and social platforms; optional tool for users managing multiple accounts.
Gaming,Game Launcher / Storefront,Epic Games Launcher,epic-games-launcher,ARCInstallepic-games-launcher,Yes,No,No,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Epic Games Launcher,Default inferred detection for desktop app,Winget + Chocolatey,EpicGames.EpicGamesLauncher,epicgameslauncher,https://www.epicgames.com/store/en-US/,FALSE,Epic’s PC game launcher and storefront; common gaming-profile candidate due to Epic library and Unreal ecosystem overlap.,Epic’s PC game launcher and storefront; common gaming-profile candidate due to Epic library and Unreal ecosystem overlap.
Gaming,Minecraft Launcher / Mods,Modrinth App,modrinth,ARCInstallmodrinth,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Modrinth App,Default inferred detection for desktop app,Winget only,Modrinth.ModrinthApp,N/A,https://modrinth.com/app,TRUE,"Modrinth launcher for Minecraft mods, modpacks, and instances; useful for Minecraft-focused users.","Modrinth launcher for Minecraft mods, modpacks, and instances; useful for Minecraft-focused users."
Gaming,Remote Play Client,PS Remote Play,ps-remote-play,ARCInstallps-remote-play,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching PS Remote Play,Default inferred detection for desktop app,Winget + Chocolatey,PlayStation.PSRemotePlay,ps-remote-play,https://remoteplay.dl.playstation.net/remoteplay/lang/gb/,FALSE,Sony Remote Play client for streaming PlayStation gameplay to a PC.,Sony Remote Play client for streaming PlayStation gameplay to a PC.
Gaming,Game Launcher / Storefront,Ubisoft Connect,ubisoft-connect,ARCInstallubisoft-connect,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Ubisoft Connect,Default inferred detection for desktop app,Winget + Chocolatey,Ubisoft.Connect,ubisoft-connect,https://ubisoftconnect.com/,FALSE,Ubisoft’s launcher and account client for Ubisoft PC titles; relevant for users with Ubisoft games but optional globally.,Ubisoft’s launcher and account client for Ubisoft PC titles; relevant for users with Ubisoft games but optional globally.
Gaming,Game Compatibility,nGlide (3dfx compatibility),nglide,ARCInstallnglide,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching nGlide (3dfx compatibility),Default inferred detection for desktop app,Winget only,ZeusSoftware.nGlide,N/A,https://www.zeus-software.com/downloads/nglide,FALSE,3dfx Glide wrapper for running older PC games; useful for retro gaming compatibility.,3dfx Glide wrapper for running older PC games; useful for retro gaming compatibility.
Gaming Performance / Hardware,Frame-Time Analysis,CapFrameX,capframex,ARCInstallcapframex,No,No,No,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching CapFrameX,Default inferred detection for desktop app,Winget only,CXWorld.CapFrameX,N/A,https://www.capframex.com/,TRUE,"Game performance capture and frame-time analysis tool; useful for benchmarking, troubleshooting stutter, and gaming QA workflows.","Game performance capture and frame-time analysis tool; useful for benchmarking, troubleshooting stutter, and gaming QA workflows."
Gaming Performance / Hardware,HDR / Display Utility,forceAutoHDR,force-auto-hdr,ARCInstallforce-auto-hdr,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching forceAutoHDR,Default inferred detection for desktop app,Winget only,ForceAutoHDR.7gxycn08,N/A,https://github.com/7gxycn08/ForceAutoHDR,TRUE,Utility for forcing Auto HDR behavior in supported games; niche gaming display enhancement.,Utility for forcing Auto HDR behavior in supported games; niche gaming display enhancement.
Gaming Performance / Hardware,Performance Capture,Intel PresentMon,intel-presentmon,ARCInstallintel-presentmon,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Intel PresentMon,Default inferred detection for desktop app,Winget only,Intel.PresentMon.Beta,N/A,https://game.intel.com/us/stories/intel-presentmon/,TRUE,Frame presentation and latency analysis tool; useful for game performance testing and QA-style benchmarking.,Frame presentation and latency analysis tool; useful for game performance testing and QA-style benchmarking.
Gaming Performance / Hardware,RGB Control,OpenRGB,openrgb,ARCInstallopenrgb,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching OpenRGB,Default inferred detection for desktop app,Winget + Chocolatey,OpenRGB.OpenRGB,openrgb,https://openrgb.org/,TRUE,Open RGB lighting control utility; useful for gaming PCs and hardware customization without vendor-specific suites.,Open RGB lighting control utility; useful for gaming PCs and hardware customization without vendor-specific suites.
Gaming Performance / Hardware,Driver Cleanup,Display Driver Uninstaller,ddu,ARCInstallddu,Yes,No,No,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Display Driver Uninstaller,Default inferred detection for desktop app,Winget + Chocolatey,Wagnardsoft.DisplayDriverUninstaller,ddu,https://www.wagnardsoft.com/display-driver-uninstaller-DDU-,TRUE,Removes GPU drivers cleanly; useful for troubleshooting display driver issues and GPU upgrades.,Removes GPU drivers cleanly; useful for troubleshooting display driver issues and GPU upgrades.
Gaming Performance / Hardware,Vendor Hardware Utility,Lenovo Legion Toolkit,lenovo-legion-toolkit,ARCInstalllenovo-legion-toolkit,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching Lenovo Legion Toolkit,Default inferred detection for desktop app,Winget only,BartoszCichecki.LenovoLegionToolkit,N/A,https://github.com/BartoszCichecki/LenovoLegionToolkit,TRUE,Lightweight alternative for managing Lenovo Legion laptop settings; useful for gaming laptops.,Lightweight alternative for managing Lenovo Legion laptop settings; useful for gaming laptops.
Gaming Performance / Hardware,Peripheral Control,Logitech G Hub,logitech-g-hub,ARCInstalllogitech-g-hub,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Logitech G Hub,Default inferred detection for desktop app,Winget + Chocolatey,Logitech.GHUB,lghub,https://www.logitechg.com/en-us/software/ghub,FALSE,"Logitech peripheral configuration utility for mice, keyboards, headsets, and gaming devices.","Logitech peripheral configuration utility for mice, keyboards, headsets, and gaming devices."
Gaming Performance / Hardware,Driver Customization,NVCleanstall,nvcleanstall,ARCInstallnvcleanstall,No,No,No,No,No,Yes,Optional,Executable,NVCleanstall.exe,Inferred from known executable,Winget only,TechPowerUp.NVCleanstall,N/A,https://www.techpowerup.com/nvcleanstall/,FALSE,NVIDIA driver installer/customizer for trimming components; useful for advanced GPU driver setups.,NVIDIA driver installer/customizer for trimming components; useful for advanced GPU driver setups.
Gaming Performance / Hardware,Input Mapping,JoyToKey,joytokey,ARCInstalljoytokey,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching JoyToKey,Default inferred detection for desktop app,Winget + Chocolatey,JTKsoftware.JoyToKey,joytokey,https://joytokey.net/en/,FALSE,Maps controller/joystick input to keyboard and mouse actions; useful for gaming and accessibility workflows.,Maps controller/joystick input to keyboard and mouse actions; useful for gaming and accessibility workflows.
Gaming Performance / Hardware,Fan / Thermal Control,FanControl,fancontrol,ARCInstallfancontrol,Yes,No,No,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching FanControl,Default inferred detection for desktop app,Winget only,Rem0o.FanControl,N/A,https://getfancontrol.com/,TRUE,"Fan curve and thermal control utility; useful for gaming PCs, quiet builds, and thermal troubleshooting.","Fan curve and thermal control utility; useful for gaming PCs, quiet builds, and thermal troubleshooting."
Gaming Performance / Hardware,RGB Control,SignalRGB,signalrgb,ARCInstallsignalrgb,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching SignalRGB,Default inferred detection for desktop app,Winget only,WhirlwindFX.SignalRgb,N/A,https://www.signalrgb.com/,FALSE,RGB lighting control platform for coordinating supported devices; useful for gaming battlestation customization.,RGB lighting control platform for coordinating supported devices; useful for gaming battlestation customization.
Gaming Performance / Hardware,GPU Tuning / Overlay,MSI Afterburner,msi-afterburner,ARCInstallmsi-afterburner,Yes,No,No,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching MSI Afterburner,Default inferred detection for desktop app,Winget + Chocolatey,Guru3D.Afterburner,msiafterburner,https://www.msi.com/Landing/afterburner,FALSE,"GPU tuning, monitoring, and overlay utility; useful for gaming performance and thermal monitoring.","GPU tuning, monitoring, and overlay utility; useful for gaming performance and thermal monitoring."
GIS / Mapping,Geospatial Analysis,QGIS,qgis,ARCInstallqgis,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching QGIS,Default inferred detection for desktop app,Winget + Chocolatey,OSGeo.QGIS,qgis,https://qgis.org/en/site/,TRUE,"Open-source geographic information system for maps, spatial data, and geospatial analysis; better fit for GIS/data-focused profiles.","Open-source geographic information system for maps, spatial data, and geospatial analysis; better fit for GIS/data-focused profiles."
IT / Homelab Tools,Mesh VPN / Remote Access,Tailscale,tailscale,ARCInstalltailscale,No,No,No,Yes,No,Yes,Recommended,Service / Executable,Tailscale service / tailscale,Inferred from known service/desktop app behavior,Winget + Chocolatey,Tailscale.Tailscale,tailscale,https://tailscale.com/,TRUE,WireGuard-based mesh VPN for secure remote access to devices and private networks.,WireGuard-based mesh VPN for secure remote access to devices and private networks.
